ATADS : Airport Operations : Standard Report,,,,,,,,,,
,,,,,,,,,,
"From 1/1/2019 To 2/28/2022 | Facility=SEA, PAE, MWH",,,,,,,,,,
2021-07-27,PAE,9,4,220,0,233,416,0,416,649
2021-07-27,SEA,1154,15,4,0,1173,0,0,0,1173
2021-07-28,MWH,32,116,31,35,214,256,34,290,504
2021-07-28,PAE,16,1,205,1,223,302,15,317,540
2021-07-28,SEA,1163,13,6,0,1182,0,0,0,1182
2021-07-29,MWH,51,132,20,43,246,268,74,342,588
2021-07-29,PAE,13,1,191,3,208,272,1,273,481
2021-07-29,SEA,1186,20,6,0,1212,0,0,0,1212
2021-07-30,MWH,62,79,17,31,189,224,18,242,431
2021-07-30,PAE,17,1,228,1,247,254,0,254,501
2021-07-30,SEA,1185,17,4,0,1206,0,0,0,1206
2021-07-31,MWH,45,5,11,18,79,0,0,0,79
2021-07-31,PAE,12,6,225,0,243,265,0,265,508
2021-07-31,SEA,1149,8,4,0,1161,0,0,0,1161
2021-08-01,MWH,4,0,9,0,13,0,0,0,13
2021-08-01,PAE,7,1,206,0,214,282,0,282,496
2021-08-01,SEA,1158,8,4,1,1171,0,0,0,1171
2021-08-02,MWH,12,3,15,16,46,0,0,0,46
2021-08-02,PAE,14,8,168,0,190,267,26,293,483
2021-08-02,SEA,1161,16,9,1,1187,0,0,0,1187
2021-08-03,MWH,59,84,32,51,226,281,38,319,545
2021-08-03,PAE,17,6,176,0,199,262,0,262,461
2021-08-03,SEA,1144,16,8,0,1168,0,0,0,1168
2021-08-04,MWH,92,87,21,62,262,176,40,216,478
2021-08-04,PAE,7,7,210,10,234,296,20,316,550
2021-08-04,SEA,1151,16,7,0,1174,0,0,0,1174
2021-08-05,MWH,101,54,38,37,230,168,44,212,442
2021-08-05,PAE,19,9,233,2,263,373,0,373,636
2021-08-05,SEA,1213,23,2,0,1238,0,0,0,1238
2021-08-06,MWH,65,26,18,17,126,34,8,42,168
2021-08-06,PAE,8,8,120,0,136,131,0,131,267
2021-08-06,SEA,1200,12,1,0,1213,0,0,0,1213
2021-08-07,MWH,76,5,37,23,141,13,0,13,154
2021-08-07,PAE,8,4,93,0,105,24,0,24,129
2021-08-07,SEA,1177,10,4,0,1191,0,0,0,1191
2021-08-08,MWH,55,13,23,8,99,0,0,0,99
2021-08-08,PAE,9,7,208,0,224,218,0,218,442
2021-08-08,SEA,1195,7,2,0,1204,0,0,0,1204
2021-08-09,MWH,61,11,24,58,154,43,34,77,231
2021-08-09,PAE,8,7,194,8,217,274,9,283,500
2021-08-09,SEA,1186,14,6,0,1206,0,0,0,1206
2021-08-10,MWH,111,13,46,49,219,28,42,70,289
2021-08-10,PAE,12,3,213,2,230,421,12,433,663
2021-08-10,SEA,1178,18,6,3,1205,0,0,0,1205
2021-08-11,MWH,115,12,46,52,225,35,48,83,308
2021-08-11,PAE,14,2,248,6,270,296,0,296,566
2021-08-11,SEA,1159,20,11,0,1190,0,0,0,1190
2021-08-12,MWH,26,4,25,11,66,0,4,4,70
2021-08-12,PAE,12,4,149,0,165,367,0,367,532
2021-08-12,SEA,1219,14,7,0,1240,0,0,0,1240
2021-08-13,MWH,28,0,20,3,51,0,0,0,51
2021-08-13,PAE,10,12,131,2,155,177,0,177,332
2021-08-13,SEA,1196,13,12,0,1221,0,0,0,1221
2021-08-14,MWH,8,0,6,2,16,0,0,0,16
2021-08-14,PAE,7,2,221,0,230,189,0,189,419
2021-08-14,SEA,1142,5,2,0,1149,0,0,0,1149
2021-08-15,MWH,63,5,24,10,102,4,0,4,106
2021-08-15,PAE,8,2,205,0,215,112,0,112,327
2021-08-15,SEA,1179,8,4,0,1191,0,0,0,1191
2021-08-16,MWH,63,28,38,31,160,10,38,48,208
2021-08-16,PAE,7,6,89,0,102,31,0,31,133
2021-08-16,SEA,1196,17,3,0,1216,0,0,0,1216
2021-08-17,MWH,27,9,20,8,64,28,24,52,116
2021-08-17,PAE,11,3,142,5,161,227,0,227,388
2021-08-17,SEA,1153,16,3,0,1172,0,0,0,1172
2021-08-18,MWH,88,3,52,18,161,14,18,32,193
2021-08-18,PAE,9,9,270,2,290,406,12,418,708
2021-08-18,SEA,1163,18,6,0,1187,0,0,0,1187
2021-08-19,MWH,58,13,47,18,136,56,56,112,248
2021-08-19,PAE,13,3,238,0,254,336,0,336,590
2021-08-19,SEA,1209,16,7,0,1232,0,0,0,1232
2021-08-20,MWH,46,0,40,14,100,22,50,72,172
2021-08-20,PAE,11,5,119,0,135,183,0,183,318
2021-08-20,SEA,1204,9,6,0,1219,0,0,0,1219
2021-08-21,MWH,6,9,23,1,39,46,0,46,85
2021-08-21,PAE,10,1,207,0,218,293,0,293,511
2021-08-21,SEA,1150,15,0,0,1165,0,0,0,1165
2021-08-22,MWH,11,2,9,1,23,0,0,0,23
2021-08-22,PAE,9,3,103,0,115,50,0,50,165
2021-08-22,SEA,1171,8,7,0,1186,0,0,0,1186
2021-08-23,MWH,46,2,28,10,86,13,15,28,114
2021-08-23,PAE,14,3,185,3,205,288,10,298,503
2021-08-23,SEA,1180,14,3,0,1197,0,0,0,1197
2021-08-24,MWH,54,6,46,17,123,32,16,48,171
2021-08-24,PAE,7,2,282,0,291,288,0,288,579
2021-08-24,SEA,1161,17,2,1,1181,0,0,0,1181
2021-08-25,MWH,13,6,46,8,73,12,0,12,85
2021-08-25,PAE,11,3,256,3,273,246,0,246,519
2021-08-25,SEA,1151,22,6,0,1179,0,0,0,1179
2021-08-26,MWH,54,16,29,29,128,72,56,128,256
2021-08-26,PAE,15,8,124,0,147,138,10,148,295
2021-08-26,SEA,1201,16,3,0,1220,0,0,0,1220
2021-08-27,MWH,62,4,37,22,125,4,28,32,157
2021-08-27,PAE,12,8,127,0,147,128,0,128,275
2021-08-27,SEA,1214,17,5,0,1236,0,0,0,1236
2021-08-28,MWH,28,0,18,1,47,0,0,0,47
2021-08-28,PAE,11,2,304,0,317,311,28,339,656
2021-08-28,SEA,1161,7,2,1,1171,0,0,0,1171
2021-08-29,MWH,27,9,22,3,61,12,0,12,73
2021-08-29,PAE,12,7,243,0,262,265,0,265,527
2021-08-29,SEA,1180,6,7,0,1193,0,0,0,1193
2021-08-30,MWH,14,11,28,6,59,0,6,6,65
2021-08-30,PAE,9,7,109,0,125,294,0,294,419
2021-08-30,SEA,1183,13,7,0,1203,0,0,0,1203
2021-08-31,MWH,19,6,23,8,56,8,28,36,92
2021-08-31,PAE,18,5,169,0,192,257,0,257,449
2021-08-31,SEA,1174,14,7,0,1195,0,0,0,1195
2021-09-01,MWH,26,3,34,22,85,0,26,26,111
2021-09-01,PAE,13,3,234,0,250,376,0,376,626
2021-09-01,SEA,1168,15,4,2,1189,0,0,0,1189
2021-09-02,MWH,35,9,18,16,78,2,14,16,94
2021-09-02,PAE,19,2,263,0,284,493,12,505,789
2021-09-02,SEA,1195,19,13,0,1227,0,0,0,1227
2021-09-03,MWH,29,2,34,2,67,4,0,4,71
2021-09-03,PAE,14,3,255,0,272,301,0,301,573
2021-09-03,SEA,1194,17,8,1,1220,0,0,0,1220
2021-09-04,MWH,0,8,10,8,26,6,3,9,35
2021-09-04,PAE,13,2,186,0,201,173,0,173,374
2021-09-04,SEA,1140,17,2,0,1159,0,0,0,1159
2021-09-05,MWH,3,6,18,0,27,0,0,0,27
2021-09-05,PAE,7,5,146,0,158,95,0,95,253
2021-09-05,SEA,1145,7,2,0,1154,0,0,0,1154
2021-09-06,MWH,4,2,20,0,26,2,0,2,28
2021-09-06,PAE,7,6,254,0,267,388,0,388,655
2021-09-06,SEA,1156,9,3,0,1168,0,0,0,1168
2021-09-07,MWH,2,13,30,36,81,15,26,41,122
2021-09-07,PAE,12,1,204,0,217,396,0,396,613
2021-09-07,SEA,1151,16,5,0,1172,0,0,0,1172
2021-09-08,MWH,22,5,24,45,96,4,40,44,140
2021-09-08,PAE,16,8,204,0,228,283,0,283,511
2021-09-08,SEA,1098,17,6,0,1121,0,0,0,1121
2021-09-09,MWH,8,5,44,45,102,12,55,67,169
2021-09-09,PAE,18,6,245,1,270,363,1,364,634
2021-09-09,SEA,1152,18,9,2,1181,0,0,0,1181
2021-09-10,MWH,11,14,24,0,49,45,0,45,94
2021-09-10,PAE,22,10,116,4,152,196,0,196,348
2021-09-10,SEA,1158,14,2,0,1174,0,0,0,1174
2021-09-11,MWH,0,4,17,5,26,22,0,22,48
2021-09-11,PAE,10,5,209,0,224,232,0,232,456
2021-09-11,SEA,1083,8,2,0,1093,0,0,0,1093
2021-09-12,MWH,0,0,23,0,23,0,0,0,23
2021-09-12,PAE,16,5,117,0,138,164,0,164,302
2021-09-12,SEA,1135,1,5,0,1141,0,0,0,1141
2021-09-13,MWH,21,5,25,52,103,12,70,82,185
2021-09-13,PAE,14,5,206,0,225,444,0,444,669
2021-09-13,SEA,1135,12,5,0,1152,0,0,0,1152
2021-09-14,MWH,49,47,27,30,153,226,45,271,424
2021-09-14,PAE,29,6,179,0,214,441,0,441,655
2021-09-14,SEA,1104,20,11,0,1135,0,0,0,1135
2021-09-15,MWH,30,73,30,12,145,189,18,207,352
2021-09-15,PAE,23,6,216,2,247,407,0,407,654
2021-09-15,SEA,1098,17,3,0,1118,0,0,0,1118
2021-09-16,MWH,42,58,33,24,157,206,34,240,397
2021-09-16,PAE,22,3,300,0,325,426,0,426,751
2021-09-16,SEA,1162,18,3,0,1183,0,0,0,1183
2021-09-17,MWH,59,14,19,17,109,60,20,80,189
2021-09-17,PAE,17,4,43,0,64,6,0,6,70
2021-09-17,SEA,1180,10,5,0,1195,0,0,0,1195
2021-09-18,MWH,8,0,15,0,23,2,0,2,25
2021-09-18,PAE,13,1,54,0,68,65,0,65,133
2021-09-18,SEA,1084,8,4,0,1096,0,0,0,1096
2021-09-19,MWH,8,1,12,2,23,2,10,12,35
2021-09-19,PAE,15,1,74,0,90,4,0,4,94
2021-09-19,SEA,1144,5,1,0,1150,0,0,0,1150
2021-09-20,MWH,12,96,36,23,167,299,26,325,492
2021-09-20,PAE,15,3,192,0,210,417,0,417,627
2021-09-20,SEA,1133,16,4,0,1153,0,0,0,1153
2021-09-21,MWH,41,96,34,52,223,325,46,371,594
2021-09-21,PAE,12,5,306,1,324,524,4,528,852
2021-09-21,SEA,1112,16,5,0,1133,0,0,0,1133
2021-09-22,MWH,12,105,38,54,209,348,48,396,605
2021-09-22,PAE,14,5,160,3,182,397,0,397,579
2021-09-22,SEA,1100,13,15,0,1128,0,0,0,1128
2021-09-23,MWH,23,88,25,41,177,455,98,553,730
2021-09-23,PAE,21,6,243,0,270,472,0,472,742
2021-09-23,SEA,1148,18,0,0,1166,0,0,0,1166
2021-09-24,MWH,138,5,23,9,175,26,8,34,209
2021-09-24,PAE,23,7,282,0,312,280,0,280,592
2021-09-24,SEA,1167,16,9,0,1192,0,0,0,1192
2021-09-25,MWH,14,0,17,0,31,0,0,0,31
2021-09-25,PAE,14,1,328,0,343,478,10,488,831
2021-09-25,SEA,1089,5,3,0,1097,0,0,0,1097
2021-09-26,MWH,18,12,17,2,49,0,0,0,49
2021-09-26,PAE,15,8,94,0,117,60,0,60,177
2021-09-26,SEA,1133,1,1,0,1135,0,0,0,1135
2021-09-27,MWH,34,71,8,25,138,306,35,341,479
2021-09-27,PAE,18,3,44,0,65,47,0,47,112
2021-09-27,SEA,1151,12,2,0,1165,0,0,0,1165
2021-09-28,MWH,27,84,16,13,140,369,50,419,559
2021-09-28,PAE,24,1,80,0,105,92,0,92,197
2021-09-28,SEA,1102,12,5,0,1119,0,0,0,1119
2021-09-29,MWH,28,127,21,13,189,480,2,482,671
2021-09-29,PAE,13,5,132,0,150,307,0,307,457
2021-09-29,SEA,1102,13,2,0,1117,0,0,0,1117
2021-09-30,MWH,32,118,17,3,170,508,6,514,684
2021-09-30,PAE,22,10,41,0,73,26,0,26,99
2021-09-30,SEA,1159,16,2,0,1177,0,0,0,1177
2021-10-01,MWH,9,6,35,8,58,14,12,26,84
2021-10-01,PAE,17,5,246,4,272,446,0,446,718
2021-10-01,SEA,1165,16,3,0,1184,0,0,0,1184
2021-10-02,MWH,0,0,18,5,23,24,0,24,47
2021-10-02,PAE,11,1,143,0,155,50,0,50,205
2021-10-02,SEA,1083,12,6,0,1101,0,0,0,1101
2021-10-03,MWH,0,1,16,0,17,32,0,32,49
2021-10-03,PAE,16,0,103,0,119,168,0,168,287
2021-10-03,SEA,1138,1,4,0,1143,0,0,0,1143
2021-10-04,MWH,18,111,32,30,191,418,48,466,657
2021-10-04,PAE,14,4,187,0,205,491,0,491,696
2021-10-04,SEA,1146,12,4,0,1162,0,0,0,1162
2021-10-05,MWH,32,89,16,46,183,288,64,352,535
2021-10-05,PAE,15,3,33,0,51,28,0,28,79
2021-10-05,SEA,1099,13,3,0,1115,0,0,0,1115
2021-10-06,MWH,26,95,42,53,216,381,48,429,645
2021-10-06,PAE,17,4,113,2,136,311,0,311,447
2021-10-06,SEA,1104,11,5,0,1120,0,0,0,1120
2021-10-07,MWH,6,31,25,49,111,0,0,0,111
2021-10-07,PAE,27,2,209,0,238,312,7,319,557
2021-10-07,SEA,1099,15,4,0,1118,0,0,0,1118
2021-10-08,MWH,36,5,21,12,74,2,12,14,88
2021-10-08,PAE,16,10,228,0,254,246,0,246,500
2021-10-08,SEA,1093,14,5,0,1112,0,0,0,1112
2021-10-09,MWH,28,1,19,7,55,19,15,34,89
2021-10-09,PAE,19,5,120,0,144,209,0,209,353
2021-10-09,SEA,1012,12,3,0,1027,0,0,0,1027
2021-10-10,MWH,4,0,5,0,9,2,0,2,11
2021-10-10,PAE,11,7,99,0,117,174,0,174,291
2021-10-10,SEA,1070,3,1,0,1074,0,0,0,1074
2021-10-11,MWH,29,98,26,0,153,284,0,284,437
2021-10-11,PAE,19,6,187,0,212,508,0,508,720
2021-10-11,SEA,1067,17,6,0,1090,0,0,0,1090
2021-10-12,MWH,23,93,17,42,175,345,20,365,540
2021-10-12,PAE,20,4,148,6,178,261,7,268,446
2021-10-12,SEA,1033,19,1,0,1053,0,0,0,1053
2021-10-13,MWH,19,82,10,19,130,376,4,380,510
2021-10-13,PAE,22,2,120,0,144,443,0,443,587
2021-10-13,SEA,1049,19,5,0,1073,0,0,0,1073
2021-10-14,MWH,0,104,18,38,160,241,26,267,427
2021-10-14,PAE,20,5,78,0,103,144,0,144,247
2021-10-14,SEA,1117,14,2,0,1133,0,0,0,1133
2021-10-15,MWH,36,19,34,26,115,10,0,10,125
2021-10-15,PAE,23,4,82,0,109,167,0,167,276
2021-10-15,SEA,1105,17,1,0,1123,0,0,0,1123
2021-10-16,MWH,12,4,34,0,50,19,0,19,69
2021-10-16,PAE,16,2,173,2,193,131,0,131,324
2021-10-16,SEA,1032,6,5,0,1043,0,0,0,1043
2021-10-17,MWH,0,2,15,2,19,22,0,22,41
2021-10-17,PAE,10,3,100,0,113,20,0,20,133
2021-10-17,SEA,1090,2,2,0,1094,0,0,0,1094
2021-10-18,MWH,42,109,17,43,211,441,48,489,700
2021-10-18,PAE,18,0,182,0,200,370,0,370,570
2021-10-18,SEA,1089,16,6,0,1111,0,0,0,1111
2021-10-19,MWH,16,127,23,16,182,352,2,354,536
2021-10-19,PAE,19,6,301,2,328,526,0,526,854
2021-10-19,SEA,1028,17,5,0,1050,0,0,0,1050
2021-10-20,MWH,18,83,7,11,119,320,0,320,439
2021-10-20,PAE,16,6,64,2,88,84,0,84,172
2021-10-20,SEA,1059,19,3,0,1081,0,0,0,1081
2021-10-21,MWH,32,79,10,72,193,314,56,370,563
2021-10-21,PAE,24,0,118,0,142,140,0,140,282
2021-10-21,SEA,1049,13,8,0,1070,0,0,0,1070
2021-10-22,MWH,12,1,11,0,24,0,0,0,24
2021-10-22,PAE,20,3,80,2,105,213,0,213,318
2021-10-22,SEA,1065,12,11,0,1088,0,0,0,1088
2021-10-23,MWH,24,1,14,0,39,27,0,27,66
2021-10-23,PAE,15,0,113,0,128,344,0,344,472
2021-10-23,SEA,1049,13,6,0,1068,0,0,0,1068
2021-10-24,MWH,1,3,4,0,8,0,0,0,8
2021-10-24,PAE,22,3,33,0,58,6,0,6,64
2021-10-24,SEA,1091,2,5,0,1098,0,0,0,1098
2021-10-25,MWH,15,118,10,71,214,321,60,381,595
2021-10-25,PAE,18,6,19,0,43,4,2,6,49
2021-10-25,SEA,1102,11,8,0,1121,0,0,0,1121
2021-10-26,MWH,27,95,7,15,144,281,29,310,454
2021-10-26,PAE,22,3,39,2,66,157,0,157,223
2021-10-26,SEA,1048,11,4,0,1063,0,0,0,1063
2021-10-27,MWH,18,97,20,7,142,274,0,274,416
2021-10-27,PAE,28,3,89,2,122,220,1,221,343
2021-10-27,SEA,1040,16,4,0,1060,0,0,0,1060
2021-10-28,MWH,9,85,9,32,135,330,12,342,477
2021-10-28,PAE,21,8,21,4,54,0,0,0,54
2021-10-28,SEA,1118,12,1,0,1131,0,0,0,1131
2021-10-29,MWH,27,3,14,13,57,0,12,12,69
2021-10-29,PAE,27,4,134,0,165,362,0,362,527
2021-10-29,SEA,1099,14,4,0,1117,0,0,0,1117
2021-10-30,MWH,0,16,41,0,57,62,0,62,119
2021-10-30,PAE,11,4,338,0,353,471,0,471,824
2021-10-30,SEA,1012,7,2,0,1021,0,0,0,1021
2021-10-31,MWH,19,0,36,0,55,48,0,48,103
2021-10-31,PAE,11,5,297,2,315,456,0,456,771
2021-10-31,SEA,1007,6,2,0,1015,0,0,0,1015
2021-11-01,MWH,9,133,15,32,189,427,22,449,638
2021-11-01,PAE,12,2,138,0,152,181,4,185,337
2021-11-01,SEA,1046,15,2,0,1063,0,0,0,1063
2021-11-02,MWH,32,68,13,18,131,314,0,314,445
2021-11-02,PAE,17,5,129,0,151,234,0,234,385
2021-11-02,SEA,1028,17,3,0,1048,0,0,0,1048
2021-11-03,MWH,27,44,14,25,110,282,2,284,394
2021-11-03,PAE,19,4,186,11,220,286,10,296,516
2021-11-03,SEA,1024,12,2,0,1038,0,0,0,1038
2021-11-04,MWH,9,27,16,15,67,186,58,244,311
2021-11-04,PAE,12,6,32,0,50,12,0,12,62
2021-11-04,SEA,1071,16,4,0,1091,0,0,0,1091
2021-11-05,MWH,27,3,20,21,71,2,50,52,123
2021-11-05,PAE,17,6,117,0,140,0,0,0,140
2021-11-05,SEA,1081,20,5,0,1106,0,0,0,1106
2021-11-06,MWH,13,0,9,8,30,4,2,6,36
2021-11-06,PAE,10,2,26,0,38,63,0,63,101
2021-11-06,SEA,1009,4,1,0,1014,0,0,0,1014
2021-11-07,MWH,4,0,12,0,16,0,0,0,16
2021-11-07,PAE,10,2,43,0,55,2,0,2,57
2021-11-07,SEA,1047,0,3,0,1050,0,0,0,1050
2021-11-08,MWH,22,123,23,41,209,404,68,472,681
2021-11-08,PAE,18,8,246,2,274,315,0,315,589
2021-11-08,SEA,1048,12,0,0,1060,0,0,0,1060
2021-11-09,MWH,18,49,15,13,95,219,20,239,334
2021-11-09,PAE,14,1,18,0,33,20,0,20,53
2021-11-09,SEA,994,11,3,0,1008,0,0,0,1008
2021-11-10,MWH,17,126,32,58,233,441,50,491,724
2021-11-10,PAE,11,5,192,0,208,641,0,641,849
2021-11-10,SEA,999,11,3,0,1013,0,0,0,1013
2021-11-11,MWH,15,2,7,0,24,0,0,0,24
2021-11-11,PAE,19,1,12,0,32,0,0,0,32
2021-11-11,SEA,1062,14,6,0,1082,0,0,0,1082
2021-11-12,MWH,14,1,13,0,28,0,0,0,28
2021-11-12,PAE,13,2,46,0,61,6,0,6,67
2021-11-12,SEA,1080,10,3,0,1093,0,0,0,1093
2021-11-13,MWH,11,0,24,0,35,16,0,16,51
2021-11-13,PAE,8,0,162,0,170,325,0,325,495
2021-11-13,SEA,968,4,2,2,976,0,0,0,976
2021-11-14,MWH,9,1,7,0,17,10,0,10,27
2021-11-14,PAE,11,0,11,0,22,0,0,0,22
2021-11-14,SEA,1053,7,0,0,1060,0,0,0,1060
2021-11-15,MWH,20,32,9,12,73,58,8,66,139
2021-11-15,PAE,16,5,20,0,41,0,0,0,41
2021-11-15,SEA,1057,6,4,0,1067,0,0,0,1067
2021-11-16,MWH,33,37,20,17,107,88,16,104,211
2021-11-16,PAE,19,3,209,2,233,473,0,473,706
2021-11-16,SEA,985,16,3,0,1004,0,0,0,1004
2021-11-17,MWH,42,127,42,36,247,418,64,482,729
2021-11-17,PAE,16,0,275,3,294,449,0,449,743
2021-11-17,SEA,1001,16,2,0,1019,0,0,0,1019
2021-11-18,MWH,51,69,20,22,162,146,22,168,330
2021-11-18,PAE,12,5,98,2,117,141,0,141,258
2021-11-18,SEA,1057,13,5,0,1075,0,0,0,1075
2021-11-19,MWH,16,8,12,23,59,0,33,33,92
2021-11-19,PAE,23,7,115,10,155,205,0,205,360
2021-11-19,SEA,1043,14,10,1,1068,0,0,0,1068
2021-11-20,MWH,11,0,13,0,24,4,0,4,28
2021-11-20,PAE,15,7,203,0,225,376,0,376,601
2021-11-20,SEA,1028,11,5,2,1046,0,0,0,1046
2021-11-21,MWH,11,4,9,0,24,2,0,2,26
2021-11-21,PAE,13,2,241,2,258,424,0,424,682
2021-11-21,SEA,1046,5,2,0,1053,0,0,0,1053
2021-11-22,MWH,16,6,1,4,27,0,0,0,27
2021-11-22,PAE,16,2,64,0,82,64,0,64,146
2021-11-22,SEA,1039,12,0,0,1051,0,0,0,1051
2021-11-23,MWH,10,11,28,8,57,54,4,58,115
2021-11-23,PAE,22,4,115,0,141,232,0,232,373
2021-11-23,SEA,1028,12,6,2,1048,0,0,0,1048
2021-11-24,MWH,5,1,13,13,32,12,12,24,56
2021-11-24,PAE,22,4,192,0,218,353,0,353,571
2021-11-24,SEA,1061,18,4,0,1083,0,0,0,1083
2021-11-25,MWH,0,2,12,0,14,24,0,24,38
2021-11-25,PAE,0,1,13,0,14,3,0,3,17
2021-11-25,SEA,680,1,3,0,684,0,0,0,684
2021-11-26,MWH,0,2,25,0,27,44,0,44,71
2021-11-26,PAE,14,0,31,0,45,35,0,35,80
2021-11-26,SEA,914,17,2,0,933,0,0,0,933
2021-11-27,MWH,4,2,10,0,16,0,0,0,16
2021-11-27,PAE,10,7,51,0,68,43,0,43,111
2021-11-27,SEA,1033,5,1,0,1039,0,0,0,1039
2021-11-28,MWH,0,0,13,0,13,4,0,4,17
2021-11-28,PAE,12,5,35,0,52,1,0,1,53
2021-11-28,SEA,1080,1,0,0,1081,0,0,0,1081
2021-11-29,MWH,0,115,22,52,189,417,88,505,694
2021-11-29,PAE,15,9,98,0,122,166,0,166,288
2021-11-29,SEA,1062,13,6,0,1081,0,0,0,1081
2021-11-30,MWH,12,123,12,52,199,376,28,404,603
2021-11-30,PAE,23,5,23,2,53,30,0,30,83
2021-11-30,SEA,1025,13,3,0,1041,0,0,0,1041
2021-12-01,MWH,17,84,27,52,180,129,61,190,370
2021-12-01,PAE,16,6,56,2,80,105,0,105,185
2021-12-01,SEA,960,15,5,0,980,0,0,0,980
2021-12-02,MWH,25,111,14,46,196,489,60,549,745
2021-12-02,PAE,20,0,129,0,149,311,0,311,460
2021-12-02,SEA,1035,14,1,0,1050,0,0,0,1050
2021-12-03,MWH,34,23,44,10,111,48,18,66,177
2021-12-03,PAE,15,2,175,0,192,244,0,244,436
2021-12-03,SEA,1021,16,2,0,1039,0,0,0,1039
2021-12-04,MWH,20,7,18,0,45,18,0,18,63
2021-12-04,PAE,14,1,11,0,26,0,0,0,26
2021-12-04,SEA,924,9,0,0,933,0,0,0,933
2021-12-05,MWH,5,0,40,2,47,3,0,3,50
2021-12-05,PAE,12,6,241,0,259,378,0,378,637
2021-12-05,SEA,994,2,1,1,998,0,0,0,998
2021-12-06,MWH,40,62,10,68,180,181,76,257,437
2021-12-06,PAE,15,3,15,0,33,0,0,0,33
2021-12-06,SEA,980,10,1,1,992,0,0,0,992
2021-12-07,MWH,20,24,10,46,100,90,0,90,190
2021-12-07,PAE,19,9,13,0,41,0,0,0,41
2021-12-07,SEA,971,15,5,0,991,0,0,0,991
2021-12-08,MWH,27,27,19,54,127,32,104,136,263
2021-12-08,PAE,12,7,138,0,157,305,0,305,462
2021-12-08,SEA,967,18,7,0,992,0,0,0,992
2021-12-09,MWH,23,21,29,50,123,26,82,108,231
2021-12-09,PAE,15,4,45,0,64,121,0,121,185
2021-12-09,SEA,1030,15,2,0,1047,0,0,0,1047
2021-12-10,MWH,22,4,16,9,51,0,8,8,59
2021-12-10,PAE,16,8,33,0,57,146,0,146,203
2021-12-10,SEA,1010,21,1,0,1032,0,0,0,1032
2021-12-11,MWH,17,0,1,0,18,0,0,0,18
2021-12-11,PAE,14,3,40,0,57,12,0,12,69
2021-12-11,SEA,933,14,0,0,947,0,0,0,947
2021-12-12,MWH,4,0,17,8,29,16,0,16,45
2021-12-12,PAE,16,5,33,0,54,38,0,38,92
2021-12-12,SEA,996,3,3,0,1002,0,0,0,1002
2021-12-13,MWH,25,6,7,41,79,0,6,6,85
2021-12-13,PAE,21,10,126,4,161,343,0,343,504
2021-12-13,SEA,994,11,3,0,1008,0,0,0,1008
2021-12-14,MWH,28,11,16,19,74,4,0,4,78
2021-12-14,PAE,20,5,68,0,93,65,0,65,158
2021-12-14,SEA,946,13,5,0,964,0,0,0,964
2021-12-15,MWH,25,9,20,57,111,34,30,64,175
2021-12-15,PAE,15,2,100,0,117,169,0,169,286
2021-12-15,SEA,956,17,3,1,977,0,0,0,977
2021-12-16,MWH,14,0,11,36,61,0,0,0,61
2021-12-16,PAE,14,6,14,0,34,29,0,29,63
2021-12-16,SEA,1034,16,1,0,1051,0,0,0,1051
2021-12-17,MWH,14,2,36,29,81,42,68,110,191
2021-12-17,PAE,21,5,205,0,231,224,0,224,455
2021-12-17,SEA,1034,13,7,0,1054,0,0,0,1054
2021-12-18,MWH,0,1,5,0,6,0,0,0,6
2021-12-18,PAE,10,4,9,0,23,2,0,2,25
2021-12-18,SEA,989,0,1,0,990,0,0,0,990
2021-12-19,MWH,1,1,15,0,17,0,0,0,17
2021-12-19,PAE,15,5,310,0,330,260,0,260,590
2021-12-19,SEA,995,2,0,0,997,0,0,0,997
2021-12-20,MWH,11,0,7,2,20,0,0,0,20
2021-12-20,PAE,18,4,87,0,109,190,0,190,299
2021-12-20,SEA,1017,13,2,0,1032,0,0,0,1032
2021-12-21,MWH,6,0,3,38,47,0,29,29,76
2021-12-21,PAE,21,3,32,2,58,0,0,0,58
2021-12-21,SEA,987,12,1,0,1000,0,0,0,1000
2021-12-22,MWH,0,0,4,0,4,0,0,0,4
2021-12-22,PAE,31,6,50,0,87,22,0,22,109
2021-12-22,SEA,983,16,4,0,1003,0,0,0,1003
2021-12-23,MWH,11,1,5,30,47,0,18,18,65
2021-12-23,PAE,17,3,80,0,100,102,0,102,202
2021-12-23,SEA,1036,15,3,1,1055,0,0,0,1055
2021-12-24,MWH,0,1,7,0,8,0,0,0,8
2021-12-24,PAE,8,2,15,0,25,30,0,30,55
2021-12-24,SEA,907,14,1,0,922,0,0,0,922
2021-12-25,MWH,0,1,4,0,5,2,0,2,7
2021-12-25,PAE,8,0,7,0,15,10,0,10,25
2021-12-25,SEA,787,0,0,0,787,0,0,0,787
2021-12-26,MWH,4,5,5,0,14,0,0,0,14
2021-12-26,PAE,4,2,1,0,7,0,0,0,7
2021-12-26,SEA,504,1,8,0,513,0,0,0,513
2021-12-27,MWH,0,0,15,4,19,6,0,6,25
2021-12-27,PAE,5,9,28,0,42,0,0,0,42
2021-12-27,SEA,707,15,4,0,726,0,0,0,726
2021-12-28,MWH,16,1,2,3,22,0,16,16,38
2021-12-28,PAE,11,5,31,0,47,0,0,0,47
2021-12-28,SEA,697,6,2,0,705,0,0,0,705
2021-12-29,MWH,14,1,20,19,54,14,10,24,78
2021-12-29,PAE,8,5,103,0,116,95,0,95,211
